0.000000,3832.999731
0.100000,3832.999731
0.200000,3832.999731
0.300000,3832.999731
0.400000,3832.999731
0.500000,3832.999731
0.600000,3832.999731
0.700000,3832.999731
0.800000,3832.999731
0.859420,3932.999731
0.913421,3987.000000
1.013421,3987.000000
1.113698,3987.000000
1.213975,3987.000000
1.314252,3987.000000
1.414530,3987.000000
1.514807,3987.000000
1.615084,3987.000000
1.715361,3987.000000
1.815639,3987.000000
1.915916,3987.000000
2.016193,3987.000000
2.116471,3987.000000
2.216748,3987.000000
2.317025,3987.000000
2.417302,3987.000000
2.517580,3987.000000
2.617857,3987.000000
2.718134,3987.000000
2.818411,3987.000000
2.918689,3987.000000
3.018966,3987.000000
3.119243,3987.000000
3.219521,3987.000000
3.319798,3987.000000
3.420075,3987.000000
3.520352,3987.000000
3.620630,3987.000000
3.720907,3987.000000
3.821184,3987.000000
3.921461,3987.000000
4.021739,3987.000000
4.122016,3987.000000
4.222293,3987.000000
4.322571,3987.000000
4.422848,3987.000000
4.523125,3987.000000
4.623402,3987.000000
4.723680,3987.000000
4.823957,3987.000000
4.924234,3987.000000
5.024511,3987.000000
5.124789,3987.000000
5.225066,3987.000000
5.325343,3987.000000
5.425621,3987.000000
5.525898,3987.000000
5.626175,3987.000000
5.726452,3987.000000
5.826730,3987.000000
5.927007,3987.000000
6.027284,3987.000000
6.127561,3987.000000
6.227839,3987.000000
6.328116,3987.000000
6.428393,3987.000000
6.528671,3987.000000
6.628948,3987.000000
6.729225,3987.000000
6.829502,3987.000000
6.929780,3987.000000
7.030057,3987.000000
7.130334,3987.000000
7.230611,3987.000000
7.330889,3987.000000
7.431166,3987.000000
7.531443,3987.000000
7.631721,3987.000000
7.731998,3987.000000
7.832275,3987.000000
7.932552,3987.000000
8.032830,3987.000000
8.133107,3987.000000
8.233384,3987.000000
8.333661,3987.000000
8.433939,3987.000000
8.534216,3987.000000
8.634493,3987.000000
8.734771,3987.000000
8.835048,3987.000000
8.935325,3987.000000
9.035602,3987.000000
9.135880,3987.000000
9.236157,3987.000000
9.336434,3987.000000
9.436711,3987.000000
9.536989,3987.000000
