0.0,4407.95
0.1,4407.95
0.2,4407.95
0.3,4407.95
0.4,4407.95
0.5,4407.95
0.6,4407.95
0.7,4407.95
0.8,4407.95
0.85942,4522.95
0.913421,4585.05
1.013421,4585.05
1.113698,4585.05
1.213975,4585.05
1.314252,4585.05
1.41453,4585.05
1.514807,4585.05
1.615084,4585.05
1.715361,4585.05
1.815639,4585.05
1.915916,4585.05
2.016193,4585.05
2.116471,4585.05
2.216748,4585.05
2.317025,4585.05
2.417302,4585.05
2.51758,4585.05
2.617857,4585.05
2.718134,4585.05
2.818411,4585.05
2.918689,4585.05
3.018966,4585.05
3.119243,4585.05
3.219521,4585.05
3.319798,4585.05
3.420075,4585.05
3.520352,4585.05
3.62063,4585.05
3.720907,4585.05
3.821184,4585.05
3.921461,4585.05
4.021739,4585.05
4.122016,4585.05
4.222293,4585.05
4.322571,4585.05
4.422848,4585.05
4.523125,4585.05
4.623402,4585.05
4.72368,4585.05
4.823957,4585.05
4.924234,4585.05
5.024511,4585.05
5.124789,4585.05
5.225066,4585.05
5.325343,4585.05
5.425621,4585.05
5.525898,4585.05
5.626175,4585.05
5.726452,4585.05
5.82673,4585.05
5.927007,4585.05
6.027284,4585.05
6.127561,4585.05
6.227839,4585.05
6.328116,4585.05
6.428393,4585.05
6.528671,4585.05
6.628948,4585.05
6.729225,4585.05
6.829502,4585.05
6.92978,4585.05
7.030057,4585.05
7.130334,4585.05
7.230611,4585.05
7.330889,4585.05
7.431166,4585.05
7.531443,4585.05
7.631721,4585.05
7.731998,4585.05
7.832275,4585.05
7.932552,4585.05
8.03283,4585.05
8.133107,4585.05
8.233384,4585.05
8.333661,4585.05
8.433939,4585.05
8.534216,4585.05
8.634493,4585.05
8.734771,4585.05
8.835048,4585.05
8.935325,4585.05
9.035602,4585.05
9.13588,4585.05
9.236157,4585.05
9.336434,4585.05
9.436711,4585.05
9.536989,4585.05
